label,message,message_length
0,celebrate bday else,29
0,oh sorry please,24
0,also remember get dobbys bowl car,47
0,yup ok go home look timing msg xuhui going learn nd may lesson,122
0,cant pick phone right pls send message,51
0,sorry da gone mad many pending work,54
0,buy one egg daplease,31
0,r meeting,19
1,lord ringsreturn king store nowreply lotr june chance win lotr soundtrack cd stdtxtrate reply stop end txts,140
0,live next ltgt min,35
0,dear reached railway happen,40
1,urgent mobile number awarded prize guaranteed call land line claim valid hr,136
0,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng musthu,149
1,think ur smart win week weekly quiz text play nowtcs winnersclub po box uz gbpweek,133
1,bank granite issue strongbuy explosive pick member nasdaq symbol cdgt per,137
0,okok okthenwhats ur today plan,36
0,need coz never go,32
0,brother transfered ltgt ltgt pa,63
0,ok msg u b leave house,31
0,way ur home,26
0,merry christmas u annie,31
0,tell pa pain de,27
0,oh yeahand hav great time newquaysend postcard look girl im goneu know im talkin boutxx,131
0,im back lem know youre ready,38
0,usualiam fine happy amp well,46
1,tell u call claim prize u enter ur mobile personal detail prompt careful,120
1,dont b floppy b snappy happy gay chat service photo upload call pmin stop text call,137
1,free tarot text find love life try free text chance free msg,130
0,ranjith cal drpd deeraj deepak min hold,44
0,like hotel dusk game think solve puzzle area thing,72
0,got arrested possession shit lttimegt pm,67
0,th july,12
0,dropped em omw back,33
0,hey rite u put evey mnth,48
0,ugh cant u apologize admit u wrong ask take u back,75
1,lost pound help,33
0,class ltgt reunion,34
0,got seventeen pound seven hundred ml hope ok,56
0,eek thats lot time especially since american pie like minute long cant stop singing,103
0,u come n search tat vidnot finishd,38
0,cbe chennai,23
0,nan sonathaya soladha bos,32
0,siva hostel aha,24
0,sure get acknowledgement astoundingly tactless generally faggy demand blood oath fo,120
0,sure make sure know aint smokin yet,48
0,actually send reminder today wonderful weekend,73
0,yep like pink furniture tho,38
0,ive reached already,21
0,ki deleted contact,33
0,free day finish mon n thurs,48
0,hui xin da lib,21
0,im awake oh whats,24
1,oh god ive found number im glad text back xafter msg cst std ntwk chg,106
0,lol forgot eh yes ill bring babe,49
0,po de need job aha,38
0,gumbys special ltgt cheese pizza know doin tonight,95
0,sorry roommate took forever ok come,56
0,thanks reply today ur visa coming r u still buying gucci bag sister thing easy uncle john also bill really need think make money later sha,236
0,ya came ago,22
0,machan go gym tomorrow wil come late goodnight,58
0,walked mom right stagwood pas right winterstone left victor hill address ltgt,110
0,new year eve ok went party boyfriend si hey,85
0,time come tomorrow,35
0,well slightly disastrous class pm fav darling hope day ok coffee wld good cant stay late tomorrow time place always,168
0,master buy bb co sale hows bf,73
0,also hi wesley howve,30
1,valentine day special win quiz take partner trip lifetime send go pmsg rcvd custcare,157
0,k yan jiu liao sat go bugis vill one frm den hop parco nb sun go cine frm den hop orc mrt hip hop,155
0,thanx birthday already,38
0,lolnice went fish water,40
0,left dessert u wan go suntec look u,44
0,happy saying,51
0,ok da already planned wil pick,41
1,loan purpose even bad credit tenant welcome call noworriesloanscom,106
1,ur ringtone service changed free credit go clubmobilescom choose content stop txt club stop pwk club po box mk wt,159
0,ok many buy,26
0,monday next week give full gist,42
1,welcome ukmobiledate msg free giving free calling future mg billed p daily cancel send go stop,149
0,buzz hey love think hope day go well sleep miss babe long moment together againloving smile,158
0,let make saturday monday per convenience,54
0,dear mood cant drive brother drive,61
0,im gon na home soon dont want talk stuff anymore tonight k ive cried enough today,109
0,let snow let snow kind weather brings ppl together friendship grow,103
0,add dont really care cant least get dude fuck hey money want,132
0,ask say please message,45
0,apo mokka player,36
0,nokia phone lovly,22
0,hi im relaxing time ever get every day party good night get home tomorrow ish,142
0,aight sound good want come,53
0,kkwhen give treat,33
0,gettin bit arty collage mo well tryin ne way got roast min lovely shall enjoy,119
0,surfing online store offer want buy thing,65
0,keeping away like,33
0,yay finally lol missed cinema trip last week,56
1,pls stop bootydelious f inviting friend reply yes see wwwsmsacubootydelious stop send stop frnd,152
0,haha yup hopefully lose kg mon hip hop go orchard weigh,97
0,prabhaim sorydarealyfrm heart im sory,45
0,ssindia going draw series many year south african soil,80
1,urgent trying contact u today draw show prize guaranteed call land line claim j po boxcpm,156
0,supposed wake gt,38
0,common hearin r u wat r u ur day let ask u something different u smile today gud evng,148
0,ok tell half hr b u come need prepare,53
0,interested like,34
0,vote wherever heart guide,43
0,,24
1,free st week nokia tone ur mob every week txt nokia get txting tell ur mate wwwgetzedcouk pobox wwq normptone,158
0,come back tampa ffffuuuuuuu,30
0,well there pattern emerging friend telling drive come smoke telling im weed fiendmake smoke muchimpede thing see im hesitant,220
0,tessypls favor pls convey birthday wish nimyapls dnt forget today birthday shijas,113
0,co daddy arranging time c wat time fetch mah,50
1,eastenders tv quiz flower dot compare violet e tulip f lily txt e f chance win cash wkentp,152
0,mum ask buy food home,29
0,er yep sure prop,19
0,cool text youre parked,32
0,cant think anyone spare room top head,59
0,didnt get anything da,23
0,stupidits possible,23
0,oclock mine bash flat plan,47
0,every king cry baby every great building map imprtant u r today u wil reach tomorw gud ni,143
1,congratulation thanks good friend u xmas prize claim easy call p per minute btnationalrate,157
1,p per min call germany bt line p per min check planettalkinstantcom info t c text stop opt,145
0,sicomo nolistenedthe plaid albumquite gdthe new air hilariousalso boughtbraindancea compofstuff aphexs abelu havhear itc u sn xxxx,158
0,ok ill send ltdecimalgt ok,45
0,replying boye changed phone number,50
0,time im prob,37
0,u talking,20
0,wow youre right didnt mean guess gave boston men changed search location nyc something changed cuz signin page still say boston,183
0,mm kanji dont eat anything heavy ok,45
0,bishan lar nearer need buy early co buy got ta park car,79
0,shall start hear,24
1,please call customer service representative ampm guaranteed cash prize,137
0,aiyah ok wat long got improve already wat,54
0,call da waiting call,39
0,oh kafter placement ah,36
0,glad talking,31
0,ummmmmaah many many happy return day dear sweet heart happy birthday dear,84
0,watching tv got new job,33
0,like made throw smoking friend car one time awesome,90
0,waqt se pehle naseeb se zyada kisi ko kuch nahi miltazindgi wo nahi jo hum sochte hai zindgi wo hai jo ham jeetey hai,134
0,hey ive booked lesson sun liao,44
0,especially since talk boston personal statement lol woulda changed realized said nyc say boston,147
0,crucify c told earlier,52
0,ive searching right word thank breather promise wont take help granted fulfil promise wonderful blessing time,196
0,laptop take,30
0,hey reply pa,39
0,lol mad first woke gave,61
0,fair enough anything going,31
0,babe lost try rebooting,46
0,give u back id proof ltgt r wont allow work come home within day,113
0,yes baby need stretch open pussy,44
0,okay soon best,40
1,congrats year special cinema pas call c suprman v matrix starwars etc free bxipwe pm dont miss,160
0,sorry battery died yeah im,33
0,alright see bit,25
0,sorry cant text amp drive coherently see twenty,61
0,dad gon na call get work ask crazy question,88
0,tell bad character u dnt lik ill try change ltgt add tat new year resolution waiting ur replybe frankgood morning,165
1,please call immediately urgent message waiting,82
0,tension ahwhat machiany problem,34
0,lol thats different dont go trying find every real life photo ever took,84
1,freemsg txt call claim reward hour talk time use phone subscribegbpmnth inc hr stoptxtstop,144
0,sending greeting joy happiness gr evening,65
0,poor girl cant go one day lmao,31
0,came look flat seems ok away alot wiv work got woman coming,103
1,sm auction brand new nokia auction today auction free join take part txt nokia,119
0,late need go n get da laptop,45
1,tone club sub expired resub reply monoc mono polyc polys weekly p per week txt stop stop msg free stream,158
0,use foreign stamp whatever send,63
0,right brah see later,28
0,know friend already told,40
0,call time job today ok umma ask speed,57
1,important customer service announcement call freephone,86
0,cool text youre ready,31
0,made day great day,41
0,thank much selflessness love plenty,72
0,love holiday monday feeling even go dentist hour,80
0,enjoy urself tmr,19
0,hiya u paying money account thanks got pleasant surprise checked balance u c dont get statement acc,153
0,well ball time make call,31
0,dear relieved westonzoyland going plan end,63
0,jason say cool pick place like hour,70
0,thats cool sometimes slow gentle sonetimes rough hard,66
0,mmmmm sooooo good wake word morning love mmmm fuck love lion devouring kiss across sea,153
0,please leave topicsorry telling,49
0,dont know jack shit anything id sayask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga,193
1,urgent nd attempt contact u prize yesterday still awaiting collection claim call,135
0,fps,24
0,actually mobile full msg work online need send ltgt sent msg wil explain u later,134
0,please ask macho price range want something new used plus interfued blackberry bold ltgt bb,155
0,nothing jus tot u would ask co u ba gua went mt faber yest yest jus went already mah today going jus call lor,151
0,yes trust u buy new stuff asap try,58
0,u sending home first ok lor im ready yet,59
0,yeshere tv always available work place,48
0,anyways go gym whatever love smile hope ok good day babe miss much already,142
0,imagine life without see fast u searching medont worry lm always disturb u goodnoon,119
0,ok,3
0,got room soon hadnt put clock back til shouted everyone get realised wahay another hour bed,179
0,gon na go get taco,28
0,either way work ltgt year old hope doesnt bother,81
0,sorry uncle ill keep touch,43
0,hey whats u sleeping morning,37
0,meet depends wan lor,64
0,babe miiiiiiissssssssss need crave geeee im sad without babe love,131
0,wrong phone phone answer one assume people dont well,86
0,oh way food fridge want go meal tonight,91
0,great shoot big load get ready,38
0,cool want go kappa meet outside mu,60
0,yo game almost want go walmart soon,52
0,mostly like,27
0,working ringing u thing whole houseful screaming brat pulling hair loving u,119
0,im done studyn library,31
0,haha got fast lose weight thk muz go month den got effect geelater go aust put bk e weight,115
0,lol boo hoping laugh,32
1,get lion england tone reply lionm mono lionp poly go wwwringtonescouk original n best tone gbp network operator rate apply,156
0,buying today need c meh,44
0,sun ah thk mayb dun anythin thk book e lesson e pilate orchard mrt u noe hor,120
0,olol printed forum post guy exact prob fixed gpu replacement hopefully dont ignore,139
0,ok prob ill come lunch,43
0,must come later normally bathe da afternoon mah,60
0,ill b going sch mon si need take smth,55
0,oops shower u called hey parking garage collapsed university hospital see im crazy stuff like happen,142
0,wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob,150
1,great new offer double min double txt best orange tariff get latest camera phone free call mobileupd free stoptxt tc,160
0,sorry flaked last night shit seriously goin roommate tonight,95
0,youdoing later sar xxx,32
0,sorry bathroom sup,31
0,nice talking please dont forget pix want see,77
0,yo trip got postponed still stocked,47
0,u studying sch going home anyway ill b going sch later,65
0,theyre lot place hospital medical place safe,78
0,aiyah e rain like quite big leh drizzling least run home,70
1,nd time tried contact u u pound prize claim easy call p per min btnationalrate,154
0,make time tonight whenever cool text whenever youre around,102
0,picking various point,41
0,thats love hear v see sundayish,53
1,block breaker come deluxe format new feature great graphic tmobile buy replying get bbdeluxe take challenge,156
0,yeah able ill text im ready meet,65
1,xmas reward waiting computer randomly picked loyal mobile customer receive reward call,156
0,call senthil hsbc,32
1,promotion number ur awarded city break could win summer shopping spree every wk txt store skilgme tscswinawkage perwksub,177
0,thk got ta go home urself co ill b going shopping frens present,83
0,nothing ok anyway give treat,36
1,mobile mths update free orange latest colour camera mobile unlimited weekend call call mobile upd freefone stoptx,159
0,mmmm cant wait lick,32
0,wake gt,34
0,im home please call,24
0,sorry man accidentally left phone silent last night didnt check til got,91
0,daddy bb,25
0,tmr brin lar aiya later come n c lar mayb neva set properly got da help sheet wif,105
0,hello damn christmas thing think decided keep mp doesnt work,91
0,ok,5
0,hurt tease make cry end life die plz keep one rose grave say stupid miss u nice day bslvyl,153
0,e best ur exam later,27
0,wat,16
1,u outbid simonwatson shinco dvd plyr bid visit sm acsmsrewards end bid notification reply end,133
0,thing change sentence want concentrate educational career im leaving,112
0,night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng,156
0,ok,5
0,one joy lifeis waking daywith thought somewheresomeone care enough tosend warm morning greeting,127
0,yo around friend mine lookin pick later tonight,65
0,come,24
0,way home long dry spell season would,85
0,hi theyre keen go kind feel shouldnt go tomo dont mind,136
0,hi hun im comin nitetell every im sorry hope u ava goodtimeoli rang melnite ifink mite b sortedbut il explain everythin monlrsx,152
0,exactly anyways far jide study visiting,63
0,ok,5
0,finished eating got u plate leftover time,61
0,hicts employee,29
0,wot student discount u get book,40
0,anything lar,15
0,got called tool,22
0,call unable cal let meet bhaskar deep,55
0,hoping get away langport still town tonight,77
0,yuou working getting pc mom find spot would work need,139
0,hi home calicut,37
0,life style garment account please,38
0,sure dont mean get made hold weed,69
0,yeah work fine started last week stuff dull easy guy fun,99
1,sm service inclusive text credit pls goto wwwcomuknet login unsubscribe stop extra charge help po box ip,159
0,people tour thought sofa thing sent curious sugar,118
0,planned yet going join company jan onlydon know happen,91
0,hey darlin pick u college u tell wen mt love pete xx,84
0,everybody fun evening miss,41
0,r u sam p eachother meet go house,56
0,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memory feeling,120
0,gokila talking aha,32
0,aiyar hard type u later free tell call n scold n tell u,74
0,keng rocking ash,25
0,mum hope great day hoping text meet well full life great day abiola,112
0,aiyo u poor thing u dun wan eat u bathe already,62
0,ive got ltgt way could pick,46
0,today accept dayu accept brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy,156
0,,3
0,wat r u,18
0,someone smoke every time ive smoked last two week calling texting wanted smoke,140
0,taco raja burrito right,33
0,texted finished long time ago showered erything,90
0,great run ttyl,33
1,free tone hope enjoyed new content text stop unsubscribe helpp provided tonesyoucouk,129
0,shes find sent offline message know anjolas,67
0,okey dokey ill bit sorting stuff,62
0,look like found something smoke great job,65
0,safe trip nigeria wish happiness soon company share moment,91
0,sorry ill call later,22
0,yes many sweet,26
0,dun wear jean lor,26
1,ur chance win wkly shopping spree txt shop tscs wwwtxtshopcom custcare xpwk,126
0,yesbut said,27
0,drop tank,22
0,ok pa nothing problem,25
0,im cool ta luv vtired cause doin load planning wk got social service inspection nursery take care spk sn x,159
0,dunno dad said coming home bring u lunch yup go w u lor call u reach school lor,111
0,excellent ready moan scream ecstasy,55
0,im home,11
0,girl stay bed girl doesnt need recovery time id rather pas fun cooped bed,130
0,u wan come dinner tonight,45
0,ok least armands still around,39
0,oh yeah forgot u take shopping,57
0,actually first time went bed long spoke woke night,130
0,jus finished avatar nigro,25
0,btw regarding really try see anyone else th guy commit random dude,114
0,good baby,28
0,sthis increase chance winning,43
0,also sir sent email log usc payment portal ill send another message explain thing back home great weekend,173
0,yeah worse,29
0,hmmmy uncle informed he paying school directly pls buy food,86
0,school starting stay whats weather like food social support system like friend school thing important,180
0,gud niswt drmstake care,26
1,freeringtone reply real poly eg real pushbutton dontcha babygoodbye golddigger webeburnin st tone free u join wk,157
0,try making another butt,32
1,urgent nd attempt contact uu call b tcsbcmwcnxxcallcostppmmobilesvary max,142
0,hope great day,32
0,birthday feb ltgt da,39
0,reason weve spoken year anyways great week best exam,101
0,lol u trust,23
0,didnt search online let know,52
0,hello hows saturday go texting see youd decided anything tomo im trying invite anything,155
0,back bit long co accident divert via wadebridgei brilliant weekend thanks speak soon lot love,131
1,ur balance ur next question sang uptown girl answer txt ur answer good luck,125
0,cuz ibored wan na study,31
0,real tho suck cant even cook whole electricity im hungry,87
0,aight tomorrow around ltgt,40
1,free ringtone waiting collected simply text password mix verify get usher britney fml po box mk h ppw,158
0,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand,166
0,cool let know kick around ltgt ill day,92
0,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend,152
0,call make sure dat ive woken,56
0,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply,136
0,aight im chillin friend room text youre way,71
1,back work morro half term u c nite sexy passion b go back chat luv dena call minmobsmorelkpoboxhpfl,159
0,free call sir waiting,44
0,tomorrow onwards eve work,38
0,accidentally deleted message resend please,50
0,good good job like entrepreneur,36
0,im hungry buy smth home,27
0,road cant txt,23
0,u calling right call hand phone,41
0,know thinkin malaria relax child cant handle malaria would worse gastroenteritis take enough replace loss temp reduce give malaria med vomit self limiting illness mean day completely stop,329
0,ok thats cool either raglan rd edward rd behind cricket ground gim ring ur closeby see tuesday,131
0,solve case man found murdered ltdecimalgt ltgt afternoon wife called police police questioned everyone wife siri sleeping murder took place cook cooking gardener picking vegetable housemaid went post office child went play neighbour went marriage police arrested murderer immediately who reply reason u r brilliant,444
0,nobody name penis girl name story doesnt add,70
0,ducking chinchilla,25
0,want send something sell fast ltgt k easy money,76
0,also thk fast xy suggest one u dun wan ok going rain leh got gd,95
0,im ok wif co like try new thing scared u dun like mah co u said loud,96
0,kyou girl waiting reception ah,50
0,mean u could keep ur word,35
0,naughty little thought better flirt flirt n flirt rather loving someone n gettin hurt hurt n hurt gud nyt,128
0,hiya comin bristol st week april le got rudi new yr eve snoringthey drunk u bak college yet work sends ink bath,157
0,yar say got error,32
0,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply,136
1,accordingly repeat text word ok mobile phone send,74
0,sorry man account dry would want could trade back half could buy shit credit card,120
0,well watch shrek db,33
0,stayin trouble strangersaw dave day he sorted nowstill bloke u gona get girl mrur mum still think get getha,161
0,life alle moneeppolum oru pole allalo,38
0,didnt try g decided head,43
0,gone get info bt dont know,49
0,tired havent slept well past night,48
0,told hr want posting chennaibecause im working,74
0,perhaps much easy give account identification tomorrow uni,82
0,yup giving problem mayb ill jus leave,68
0,said anything wrong sorry de,36
0,armand say get as epsilon,40
1,u r subscribed textcomp wkly comp st wks free question follows subsequent wks chargedpmsg unsubscribe txt stop custcare,156
0,auntie huai juan never pick phone,40
0,many time lose best one bcoz,45
0,dont worry though understand important put place poorly thought punishment face worst thing ever happened brb gon na go kill,201
0,uncle atlanta wish guy great semester,53
0,ow u deyi paid thousadi told u would call,55
0,love working home,27
0,jokin oni lar busy wun disturb,46
0,haha get used driving usf man know lot stoner,60
0,got wat buy tell u need come,57
0,mode men left,26
0,im freezing craving ice fml,33
0,unlimited text limited minute,33
0,know account detailsi ask mom send youmy mom reach,86
0,realise busy guy im trying bother get exam outta way try car gr day,143
0,ya knw u vl givits ok thanks kanoanyway enjoy wit ur family wit st salary,88
0,fighting world easy u either win lose bt fightng close u dificult u lose u lose u win u still lose,149
0,ya tel wats ur problem,25
0,importantly discus u,61
0,aight still want get money,36
0,hi probably much fun get message thought id txt u co im bored james farting night,146
0,true easier,31
1,married local woman looking discreet action real match instantly phone text match msg cost p stop txt stop bcmsfwcnxx,155
0,one interested may business plan,45
0,get ready moan scream,31
0,prashanthettans mother passed away last night pray family,76
0,man carlos definitely coming mu tonight excuse,66
0,hi spoke maneesha v wed like know satisfied experience reply toll free yes,126
1,nd time tried contact u u pound prize claim easy call p per minute btnationalrate,160
0,pls help tell ashley cant find number oh,54
0,kkits goodwhen going,35
0,many people seems special first sight remain special till last sight maintain till life end take cr da,160
0,ok anybody asks abt u tel themp,47
0,come n pick ar,32
0,life spend someone lifetime may meaningless moment spent someone really love mean life,144
0,purchase stuff today mail po box number,73
0,enjoy shower possessiveness poured u ur loved one bcoz world lie golden gift loved truly,133
0,oic co n si got lunch today dad went dunno whether eat sch wat,97
0,aiya discus later lar pick,50
0,well im desperate ill call armand,54
0,stopped get ice cream go back,50
1,urgent mobile awarded bonus caller prize nd attempt contact call boxqu,154
0,hi love go day fuck morning woke dropped cell way stair seems alright phews miss,150
0,finished class,29
0,see cup coffee animation,31
0,alright set text man,41
0,student solved cat question xam ltgt ltgt ltgt tell answer u r brilliantthingi got answr,183
0,watching tv lor,18
0,sad story man last week bday wife didnt wish parent forgot n kid went work even colleague wish,154
0,dear denying word please,39
0,stupid auto correct phone,31
0,see half hour,26
0,yes possible dint try pls dont tell one k,57
0,hey im bored im thinking u wat r u,58
0,tee hee lecture cheery bye bye,40
0,sir waiting call free please call,58
0,enjoying semester take care brother,54
1,week savamob member offer accessible call detail savamob pobox la wu week savamob offer mobile,158
0,yunny im walking citylink faster come hungry,73
0,let know contact ive settled room let know ok,81
0,called one pick e phone ask already said ok,77
0,thank meet monday,25
0,happy valentine day know early hundred handsomes beauty wish thought finish aunty uncle st,145
0,aight ill hit get cash,43
0,im wif buying tix lar,33
0,way make sure u get train worc foregate street shrub hill fun night x,90
0,come u got nothing,29
0,rajipls favour pls convey birthday wish nimya pls today birthday,93
0,wat make u thk ill fall actually thk im quite prone fall lucky dad home ask come n fetch already,131
1,bear pic nick tom pete dick fact type try gay chat photo upload call pmin stop text call,151
0,talk g x,26
0,wake long ago already dunno thing,54
0,k pick another th youre done,46
0,photoshop make computer shut,42
0,hi u decide wot get bday ill prob jus get voucher frm virgin sumfing,97
1,ur tonexs subscription renewed charged choose polys month wwwclubzedcouk billing msg,145
0,feel always happy slowly becomes habit amp finally becomes part life follow happy morning amp happy day,166
0,hey j r u feeling better hopeso hunny amnow feelin ill ithink may tonsolitusaswell damn iam layin bedreal bored lotsof luv xxxx,153
0,stupidits possible,23
0,comin fetch u oredi,28
0,later guess needa mcat study,41
0,yeah get unlimited,22
0,yup anything lor u dun wan ok,42
1,customer service announcement recently tried make delivery unable please call reschedule ref,152
1,urgent trying contact u today draw show prize guaranteed call land line claim validhrs,156
0,send naughty pix,33
0,u talking bout early morning almost noon,66
0,love give massage use lot baby oil fave position,78
1,january male sale hot gay chat cheaper call national rate pmin cheap pmin peak stop text call pmin,155
0,yup thk r e teacher said make face look longer darren ask cut short,102
1,collect valentine weekend paris inc flight hotel prize guaranteed text paris wwwrtfsphostingcom,133
0,k come nordstrom youre done,36
0,would u fuckin believe didnt know thurs pre booked cancelled need b sacked,122
0,reached home tired come tomorro,71
0,well give co said didnt one nighters persevered found one cheap apologise advance somewhere sleep isnt,192
0,yeah ill leave couple minute amp let know get mu,72
0,kallis dismissial nd test,41
0,yup leaving right back soon,36
0,im meeting call later,34
0,ooh got im gon na start belly dancing moseley wed u want join cafe,105
0,alright im outhave good night,36
0,bus leaf ltgt,29
0,broke list reason nobody town cant tell shes sarcastic faggy,114
1,private account statement show unredeemed point call identifier code expires,148
0,ok wun b angry msg u aft come home tonight,53
0,dunno juz askin co got card got salon called hair sense tot da one cut ur hair,111
0,hair cream shipped,36
0,ill give plus said grinule greet whenever speak,79
1,last chance claim ur worth discount voucher today text shop savamob offer mobile c savamob pobox muz sub,152
0,ohas usual vijay film different,41
0,want snow freezing windy,42
0,oh oh den muz change plan liao go back yan jiu,69
0,baby promise treat well bet take good care,80
0,response one powerful weapon occupy place others heart always give response care u gud nightswt dreamstake care,152
0,callin say hi take care bruv,44
0,ur change da report big co ive already made change da previous report,82
0,sorry ill call later,22
0,dont forget though love walk beside watching keeping heart warm,110
1,tried contact reply offer video handset anytime network min unlimited text camcorder reply call,154
0,yun ahthe ubi one say wan call tomorrowcall look ireneere got bus ubi cresubi tech parkph st wkg daysn,160
0,li hai bored da lecturer repeating last week stuff waste time,79
0,yar else ill thk sort funny thing,47
0,derek done class,35
0,taxt massagetiepos argh ok lool,46
0,ok go change also,22
1,new message call,42
0,ywhere u dogbreath sounding like jan c thats al,71
0,ok,3
0,mum ive sent many many message since got want know actually getting enjoy rest day,142
0,sorry guess whenever get hold connection maybe hour two ill text,95
1,discount code rp stop message reply stop wwwregalportfoliocouk customer service,129
0,please da call mistake side sorry da pls da goto doctor,72
1,tbspersolvo chasing u since sept definitely paying thanks information ignore kath manchester,140
0,much eighth,23
0,log wat sdrybi,29
0,hmmbad newshype park plaza studio takenonly left bedrm,78
0,really dun bluff leh u sleep early nite,53
0,anyone call treadmill say youll buy make sure working found ad craigslist selling ltgt,127
0,im home love still awake loving kiss,59
0,plan family set stone,45
0,sorry sir call tomorrow senthilhsbc,50
0,u ask darren go n pick u lor oso sian tmr haf meet lect,74
0,im going lunch,24
0,make cry stuff happens top everything else push edge dont underdtand often cry sorry sorry life,191
1,kick new season wks free goal news ur mobile txt ur club name eg villa,114
0,true lov n care wil nevr go unrecognized though somone often make mistake valuing definitly undrstnd start missing,159
0,great trip india bring light everyone project everyone lucky see smile bye abiola,147
0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,179
0,great office today,31
0,willing go apps class,37
0,well join ltgt bus,30
0,yup remb think book,57
0,im class get text,34
0,dont anybodys number still havent thought tactful way ask alex,83
0,drive read need write,42
0,think might give miss teaching til twelve lecture two damn working thing,112
0,thats bit weird even supposed happening good idea sure pub,109
0,two team waiting player,34
1,hmv bonus special pound genuine hmv voucher answer easy question play send hmv infowwwpercentrealcom,155
0,come tomorrow di,23
0,yagoing restaurant,26
0,channel,25
0,please protect ethreats sib never asks sensitive information like passwordsatmsms pin thru email never share password anybody,159
0,ki didt see youkwhere,41
0,garage key arent bookshelf,55
0,change e one next escalator,47
1,eastenders tv quiz flower dot compare violet e tulip f lily txt e f chance win cash wkentp,152
1,urgent ur awarded complimentary trip eurodisinc trav acoentry claim txt dis morefrmmob shracomorsglsuplt l aj,159
0,good day mine really busy much tomorrow night,80
0,seen who back holby,35
0,wasnt enough trouble sleeping,46
0,expect whenever text hope go well tomo,68
0,ok another number,28
0,working eye philosophy text u later bit free chat,100
0,pls send correct name da,32
0,nvm ok,14
1,tried contact reply offer min textand new video phone call reply free delivery tomorrow,149
0,hey dont forget mine possession property mmm childish smile,113
1,final chance claim ur worth discount voucher today text yes savamob member offer mobile c savamob pobox muz sub,159
0,plm come da way,34
0,wondar full flim,25
0,alright youre sure let know youre leaving,55
0,aight pick open tonight,51
0,dude like buff wind,35
0,u drive lor,17
0,good morning princess great day,40
1,urgent last weekend draw show cash spanish holiday call claim tc rstm sw s ppm,142
0,thought could go dinner ill treat seem ok,60
0,jesus christ bitch im trying give drug answer fucking phone,73
0,ya toldshe asking wats matter,37
0,dude fakemy frnds got money thts im reffering uif u member wit mail link u vl credited ltgt r il getiing ltgt rsi draw acc wen ltgt r,204
0,likely called mittelschmertz google dont paracetamol dont worry go,106
0,dearme cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engaged an holiday,169
0,said u mind go bedroom minute ok sed sexy mood came minuts latr wid caken wife,145
0,probably money worry thing coming due several outstanding invoice work two three month ago,126
0,together thinkin,56
0,anything lor,17
0,see finish load loan pay,51
0,whats significance,24
1,urgent mobile xxxxxxxxx bonus caller prize nd attempt reach call asap,152
0,leave de start prepare next,43
0,din tell u jus,24
1,xmas reward waiting computer randomly picked loyal mobile customer receive reward call,155
0,great im church holla get,51
0,short cute good person dont try prove gud mrng,78
0,got video tape pple type message lor u free wan help hee co noe u wan watch infernal affair ask u along asking shuhui oso,153
1,kit strip billed p netcollex ltd po box ig oja,74
1,mila age blonde new uk look sex uk guy u like fun text mtalk pptxt st free increment help,158
0,u sick still go shopping,29
0,fucking chickened messaged would late woould buzz didnt hear word,115
0,affidavit say ltgt e twiggs st division g courtroom ltgt lttimegt ill double check text tomorrow,142
0,break time one come n get stuff fr,59
0,call meet,34
0,yes come nyc audiitions trying relocate,60
0,sorry ill call later meeting,34
0,yup comin,19
0,ugh got ta drive back sd la butt sore,53
0,draw vai dont think,25
1,dear voucher holder claim week offer pc please go httpwwwetlpcoukexpressoffer tscs apply stop text txt stop,152
0,sorry earlier putting firesare around talk actually life lol,107
0,got part nottingham hr mile good thing love man much mph hey ho,104
1,u subscribed best mobile content service uk per ten day send stop helpline,133
0,goodnight da thangam really miss u dear,42
0,number vivek,28
0,phone weirdest auto correct,41
0,dled imp,22
0,kkim also finewhen complete course,55
0,urgh coach hot smell chip fat thanks especially duvet predictive text word,105
0,house e sky quite dark liao raining got excuse run already rite hee,98
0,got thing may pub later,51
0,every mondaynxt week vl completing,41
0,like dis sweater fr mango size already irritating,70
0,much better thanks lol,26
0,im working technical support voice process,46
0,aight yo dat straight dogg,28
0,shall book chez jules half eight thats ok,62
0,askd u question hour answer,53
0,single line big meaning miss anything ur best life dont miss ur best life anything gud nyt,123
0,ok come ur home half hour,49
0,im sorry ive joined league people dont keep touch mean great deal friend time even great personal cost great week,185
0,sch neva mind u eat st lor,36
0,meeting da call,30
0,pls wont belive godnot jesus,37
0,wake since checked stuff saw true available space pls call embassy send mail,126
1,someone contacted dating service entered phone becausethey fancy find call landline pobox wrg p,161
